,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name
Total Photonics Area,0.028310000000000002,0.028310000000000002,0.028310000000000002,0.028310000000000002,0.028310000000000002,0.028310000000000002,0.028310000000000002,0.028310000000000002,0.028310000000000002,0.028310000000000002,0.028310000000000002,0.028310000000000002,0.028310000000000002,0.028310000000000002,0.028310000000000002,0.028310000000000002,0.028310000000000002,0.028310000000000002,0.01511,0.01511,0.01511,0.05471,0.05471,0.05471,0.10751000000000001,0.10751000000000001,0.10751000000000001,0.21311000000000002,0.21311000000000002,0.21311000000000002,0.42431,0.42431,0.42431,0.8467100000000001,0.8467100000000001,0.8467100000000001,0.01499,0.01499,0.01499,0.05495,0.05495,0.05495,0.10823,0.10823,0.10823,0.21479000000000004,0.21479000000000004,0.21479000000000004,0.42791,0.42791,0.42791,0.8541500000000001,0.8541500000000001,0.8541500000000001,0.028310000000000002,0.028310000000000002,0.028310000000000002,0.028310000000000002,0.028310000000000002,0.028310000000000002,0.028310000000000002,0.028310000000000002,0.028310000000000002,0.028310000000000002,0.028310000000000002,0.028310000000000002,0.028310000000000002,0.028310000000000002,0.028310000000000002,0.028310000000000002,0.028310000000000002,0.028310000000000002,0.028310000000000002,0.028310000000000002,0.028310000000000002,0.028310000000000002,0.028310000000000002,0.028310000000000002,0.028310000000000002,0.028310000000000002,0.028310000000000002,0.028310000000000002,0.028310000000000002,0.028310000000000002,0.028310000000000002,0.028310000000000002,0.028310000000000002,0.028310000000000002,0.028310000000000002,0.028310000000000002
Total Electronics Program Power,3.6785621255535297,14.96291587200678,24.268774703557312,0.4840943370355135,2.3495940370025292,4.5332562917308685,0.4840943370355135,2.3495940370025292,4.5332562917308685,0.36375656832778114,1.77846996003627,3.461048297496896,0.36375656832778114,1.77846996003627,3.461048297496896,0.33360105830104897,1.634036841618069,3.186947102365048,1.8392810627767648,7.48145793600339,12.134387351778656,7.353477468090649,29.910998092816282,48.51349029042791,14.697837978640273,59.78491205763933,96.96683278913905,29.395675957280545,119.56982411527866,193.9336655782781,58.73665016931493,238.91714346259803,387.5064444062554,117.4185985933837,477.61178215723675,774.6520020622102,1.8393060407426307,7.481559536354056,12.134552140249111,7.357124251107059,29.92583174401356,48.537549407114625,14.713467048710605,59.84848484848485,97.06994328922495,29.42693409742121,119.6969696969697,194.1398865784499,58.85386819484242,239.3939393939394,388.2797731568998,117.66475644699142,478.61305361305375,776.2759924385634,3.6785621255535297,14.96291587200678,24.268774703557312,3.6785621255535297,14.96291587200678,24.268774703557312,3.6785621255535297,14.96291587200678,24.268774703557312,3.6785621255535297,14.96291587200678,24.268774703557312,3.6785621255535297,14.96291587200678,24.268774703557312,3.6785621255535297,14.96291587200678,24.268774703557312,3.6785621255535297,14.96291587200678,24.268774703557312,3.6785621255535297,14.96291587200678,24.268774703557312,3.6785621255535297,14.96291587200678,24.268774703557312,3.6785621255535297,14.96291587200678,24.268774703557312,3.6785621255535297,14.96291587200678,24.268774703557312,3.6785621255535297,14.96291587200678,24.268774703557312
Total Electronics Compute Power,159.66821307632196,221.47485272303456,266.2256023371714,1149.1102443438913,5039.65420204978,9584.439943502823,1149.1102443438913,5039.65420204978,9584.439943502823,1151.28083415187,5086.197000369411,9756.698030194102,1151.28083415187,5086.197000369411,9756.698030194102,1151.8247634886138,5097.967334999536,9800.734399711137,87.27684240687678,132.17680652680653,166.09478260869568,303.343564990883,395.5665289256199,459.18140230280113,589.0331846835113,736.9932570459841,834.1342429970786,1163.180897629591,1431.1077537613903,1602.304523113937,2294.8654821568116,2751.7705043441406,3029.057490977831,4558.234651211254,5393.096005509641,5882.563426705618,150.5771140244142,193.33059201072902,222.36878628583264,177.8758530867413,277.8668616232253,354.10708369135597,213.89314899713466,389.03203962703964,527.244404536862,286.3257249283668,612.9812354312354,876.1446880907372,431.190876790831,1060.879627039627,1573.9452551984878,699.0320544412608,1867.6402214452219,2825.1360869565215,159.66821307632196,221.47485272303456,266.2256023371714,159.66821307632196,221.47485272303456,266.2256023371714,159.66821307632196,221.47485272303456,266.2256023371714,159.66821307632196,221.47485272303456,266.2256023371714,159.66821307632196,221.47485272303456,266.2256023371714,159.66821307632196,221.47485272303456,266.2256023371714,159.66821307632196,221.47485272303456,266.2256023371714,159.66821307632196,221.47485272303456,266.2256023371714,159.66821307632196,221.47485272303456,266.2256023371714,159.66821307632196,221.47485272303456,266.2256023371714,159.66821307632196,221.47485272303456,266.2256023371714,159.66821307632196,221.47485272303456,266.2256023371714
Total Combined Electronics Power,163.3467752018755,236.43776859504135,290.4943770407287,1149.5943386809267,5042.003796086782,9588.973199794553,1149.5943386809267,5042.003796086782,9588.973199794553,1151.6445907201978,5087.9754703294475,9760.159078491599,1151.6445907201978,5087.9754703294475,9760.159078491599,1152.158364546915,5099.601371841154,9803.921346813502,89.11612346965354,139.6582644628099,178.22916996047434,310.69704245897367,425.47752701843615,507.69489259322904,603.7310226621515,796.7781691036234,931.1010757862176,1192.5765735868715,1550.677577876669,1796.238188692215,2353.6021323261266,2990.687647806739,3416.5639353840866,4675.653249804637,5870.707787666878,6657.215428767829,152.4164200651568,200.8121515470831,234.50333842608174,185.23297733784835,307.7926933672389,402.6446330984706,228.60661604584527,448.8805244755245,624.314347826087,315.75265902578803,732.6782051282051,1070.2845746691871,490.04474498567345,1300.2735664335664,1962.2250283553876,816.6968108882522,2346.2532750582754,3601.412079395085,163.3467752018755,236.43776859504135,290.4943770407287,163.3467752018755,236.43776859504135,290.4943770407287,163.3467752018755,236.43776859504135,290.4943770407287,163.3467752018755,236.43776859504135,290.4943770407287,163.3467752018755,236.43776859504135,290.4943770407287,163.3467752018755,236.43776859504135,290.4943770407287,163.3467752018755,236.43776859504135,290.4943770407287,163.3467752018755,236.43776859504135,290.4943770407287,163.3467752018755,236.43776859504135,290.4943770407287,163.3467752018755,236.43776859504135,290.4943770407287,163.3467752018755,236.43776859504135,290.4943770407287,163.3467752018755,236.43776859504135,290.4943770407287
Total Electronics Power dBm,22.131105650382384,23.7371685199882,24.631377303793002,30.60544616394708,37.02603168317603,39.81772104820509,30.60544616394708,37.02603168317603,39.81772104820509,30.613184720525304,37.06545008865545,39.89456896185962,30.613184720525304,37.06545008865545,39.89456896185962,30.615121771097083,37.075362292791354,39.913998184121596,19.49956286533031,21.450666407487603,22.509787845276172,24.923371192032814,26.28876626348619,27.05602794427385,27.80843492608197,29.013374263597743,29.68996828428731,30.764862740170337,31.905215072234355,32.54363925413592,33.71733048847532,34.75771056990664,35.335895522428714,36.698422960568884,37.68690464066623,38.232926110317806,21.830317567644183,23.027899893005216,23.701490297790563,22.677183074048028,24.882583059829404,26.049219147006355,23.59088795047121,26.521307631287755,27.9540331588611,24.9934701653652,28.64913272836486,30.294992662615496,26.902357363819277,31.140347337633912,32.92748810877281,29.12060859719348,33.70374891847301,35.564728168915124,22.131105650382384,23.7371685199882,24.631377303793002,22.131105650382384,23.7371685199882,24.631377303793002,22.131105650382384,23.7371685199882,24.631377303793002,22.131105650382384,23.7371685199882,24.631377303793002,22.131105650382384,23.7371685199882,24.631377303793002,22.131105650382384,23.7371685199882,24.631377303793002,22.131105650382384,23.7371685199882,24.631377303793002,22.131105650382384,23.7371685199882,24.631377303793002,22.131105650382384,23.7371685199882,24.631377303793002,22.131105650382384,23.7371685199882,24.631377303793002,22.131105650382384,23.7371685199882,24.631377303793002,22.131105650382384,23.7371685199882,24.631377303793002
Total Photonic Losses and OMA,-16.559696317291746,-16.559696317291746,-16.559696317291746,-16.559696317291746,-16.559696317291746,-16.559696317291746,-16.559696317291746,-16.559696317291746,-16.559696317291746,-16.559696317291746,-16.559696317291746,-16.559696317291746,-16.559696317291746,-16.559696317291746,-16.559696317291746,-16.559696317291746,-16.559696317291746,-16.559696317291746,-16.40999720544867,-16.40999720544867,-16.40999720544867,-16.8590945409779,-16.8590945409779,-16.8590945409779,-17.45789098835021,-17.45789098835021,-17.45789098835021,-18.65548388309483,-18.65548388309483,-18.65548388309483,-21.05066967258407,-21.05066967258407,-21.05066967258407,-25.84104125156255,-25.84104125156255,-25.84104125156255,-12.999697248808857,-12.999697248808857,-12.999697248808857,-20.669394497617713,-20.669394497617713,-20.669394497617713,-25.878490901629835,-25.878490901629835,-25.878490901629835,-33.28638375301426,-33.28638375301426,-33.28638375301426,-45.09186949914332,-45.09186949914332,-45.09186949914332,-65.69254103476163,-65.69254103476163,-65.69254103476163,-16.559696317291746,-16.559696317291746,-16.559696317291746,-16.559696317291746,-16.559696317291746,-16.559696317291746,-16.559696317291746,-16.559696317291746,-16.559696317291746,-16.559696317291746,-16.559696317291746,-16.559696317291746,-16.559696317291746,-16.559696317291746,-16.559696317291746,-16.559696317291746,-16.559696317291746,-16.559696317291746,-16.559696317291746,-16.559696317291746,-16.559696317291746,-16.559696317291746,-16.559696317291746,-16.559696317291746,-16.559696317291746,-16.559696317291746,-16.559696317291746,-16.559696317291746,-16.559696317291746,-16.559696317291746,-16.559696317291746,-16.559696317291746,-16.559696317291746,-16.559696317291746,-16.559696317291746,-16.559696317291746
Total Photonic Power mW,72.45854590537024,72.45854590537024,72.45854590537024,72.45854590537024,72.45854590537024,72.45854590537024,72.45854590537024,72.45854590537024,72.45854590537024,72.45854590537024,72.45854590537024,72.45854590537024,72.45854590537024,72.45854590537024,72.45854590537024,72.45854590537024,72.45854590537024,72.45854590537024,35.00174589010667,35.00174589010667,35.00174589010667,155.25994658613624,155.25994658613624,155.25994658613624,356.4257505657698,356.4257505657698,356.4257505657698,939.2005926656507,939.2005926656507,939.2005926656507,3260.670636914586,3260.670636914586,3260.670636914586,19650.521755245103,19650.521755245103,19650.521755245103,31.921971648158443,31.921971648158443,31.921971648158443,186.66351190111064,186.66351190111064,186.66351190111064,619.3969647208127,619.3969647208127,619.3969647208127,3410.0312422397046,3410.0312422397046,3410.0312422397046,51678.14695303773,51678.14695303773,51678.14695303773,5934362.698155012,5934362.698155012,5934362.698155012,72.45854590537024,72.45854590537024,72.45854590537024,72.45854590537024,72.45854590537024,72.45854590537024,72.45854590537024,72.45854590537024,72.45854590537024,72.45854590537024,72.45854590537024,72.45854590537024,72.45854590537024,72.45854590537024,72.45854590537024,72.45854590537024,72.45854590537024,72.45854590537024,72.45854590537024,72.45854590537024,72.45854590537024,72.45854590537024,72.45854590537024,72.45854590537024,72.45854590537024,72.45854590537024,72.45854590537024,72.45854590537024,72.45854590537024,72.45854590537024,72.45854590537024,72.45854590537024,72.45854590537024,72.45854590537024,72.45854590537024,72.45854590537024
Total Laser Power from Wall mW,362.2927295268512,362.2927295268512,362.2927295268512,362.2927295268512,362.2927295268512,362.2927295268512,362.2927295268512,362.2927295268512,362.2927295268512,362.2927295268512,362.2927295268512,362.2927295268512,362.2927295268512,362.2927295268512,362.2927295268512,362.2927295268512,362.2927295268512,362.2927295268512,175.00872945053334,175.00872945053334,175.00872945053334,776.2997329306811,776.2997329306811,776.2997329306811,1782.128752828849,1782.128752828849,1782.128752828849,4696.002963328253,4696.002963328253,4696.002963328253,16303.353184572929,16303.353184572929,16303.353184572929,98252.6087762255,98252.6087762255,98252.6087762255,159.60985824079222,159.60985824079222,159.60985824079222,933.3175595055532,933.3175595055532,933.3175595055532,3096.984823604063,3096.984823604063,3096.984823604063,17050.156211198522,17050.156211198522,17050.156211198522,258390.73476518862,258390.73476518862,258390.73476518862,29671813.49077506,29671813.49077506,29671813.49077506,362.2927295268512,362.2927295268512,362.2927295268512,362.2927295268512,362.2927295268512,362.2927295268512,362.2927295268512,362.2927295268512,362.2927295268512,362.2927295268512,362.2927295268512,362.2927295268512,362.2927295268512,362.2927295268512,362.2927295268512,362.2927295268512,362.2927295268512,362.2927295268512,362.2927295268512,362.2927295268512,362.2927295268512,362.2927295268512,362.2927295268512,362.2927295268512,362.2927295268512,362.2927295268512,362.2927295268512,362.2927295268512,362.2927295268512,362.2927295268512,362.2927295268512,362.2927295268512,362.2927295268512,362.2927295268512,362.2927295268512,362.2927295268512
Total Laser Power from Wall dBm,25.59059618721118,25.59059618721118,25.59059618721118,25.59059618721118,25.59059618721118,25.59059618721118,25.59059618721118,25.59059618721118,25.59059618721118,25.59059618721118,25.59059618721118,25.59059618721118,25.59059618721118,25.59059618721118,25.59059618721118,25.59059618721118,25.59059618721118,25.59059618721118,22.430597118728294,22.430597118728294,22.430597118728294,28.90029436753715,28.90029436753715,28.90029436753715,32.50939077154927,32.50939077154927,32.50939077154927,36.71728362293371,36.71728362293371,36.71728362293371,42.12276936906275,42.12276936906275,42.12276936906275,49.923440904681044,49.923440904681044,49.923440904681044,22.03059711872829,22.03059711872829,22.03059711872829,29.700294367537147,29.700294367537147,29.700294367537147,34.90939077154927,34.90939077154927,34.90939077154927,42.3172836229337,42.3172836229337,42.3172836229337,54.12276936906275,54.12276936906275,54.12276936906275,74.72344090468107,74.72344090468107,74.72344090468107,25.59059618721118,25.59059618721118,25.59059618721118,25.59059618721118,25.59059618721118,25.59059618721118,25.59059618721118,25.59059618721118,25.59059618721118,25.59059618721118,25.59059618721118,25.59059618721118,25.59059618721118,25.59059618721118,25.59059618721118,25.59059618721118,25.59059618721118,25.59059618721118,25.59059618721118,25.59059618721118,25.59059618721118,25.59059618721118,25.59059618721118,25.59059618721118,25.59059618721118,25.59059618721118,25.59059618721118,25.59059618721118,25.59059618721118,25.59059618721118,25.59059618721118,25.59059618721118,25.59059618721118,25.59059618721118,25.59059618721118,25.59059618721118
Total Laser Power from Wall mW Compute Adjusted,341.5309685224471,277.84220982362245,225.32005295715322,359.5605068305702,349.0316486510514,336.7070847862543,359.5605068305702,349.0316486510514,336.7070847862543,360.23969176980444,352.2550661672229,342.7586139880202,360.23969176980444,352.2550661672229,342.7586139880202,360.4098891107143,353.0702449744228,344.3056378821709,164.97957590035952,134.2141538210384,108.84285820269466,731.8126422183211,595.3440842288907,482.8026694408205,1680.0010306037,1366.7141251298165,1108.356067449322,4426.891045659012,3601.363577937051,2920.5765121644517,15369.06360379511,12503.037756933549,10139.51455146407,92622.0867833186,75349.90276778133,61106.064815459715,150.46316149346887,122.4047630797684,99.2658664673358,879.8323125424843,715.7610188282681,580.4564784070454,2919.507183282913,2375.0769393140718,1926.102092562829,16073.069895370527,13075.76082397276,10603.972388439155,243583.2428015675,198159.79426048265,160700.47587475812,27971423.03285099,22755306.84956875,18453736.5566446,341.5309685224471,277.84220982362245,225.32005295715322,341.5309685224471,277.84220982362245,225.32005295715322,341.5309685224471,277.84220982362245,225.32005295715322,341.5309685224471,277.84220982362245,225.32005295715322,341.5309685224471,277.84220982362245,225.32005295715322,341.5309685224471,277.84220982362245,225.32005295715322,341.5309685224471,277.84220982362245,225.32005295715322,341.5309685224471,277.84220982362245,225.32005295715322,341.5309685224471,277.84220982362245,225.32005295715322,341.5309685224471,277.84220982362245,225.32005295715322,341.5309685224471,277.84220982362245,225.32005295715322,341.5309685224471,277.84220982362245,225.32005295715322
Total Chip Area,0.47417840000000006,0.5141784,0.6141783999999999,0.47417840000000006,0.5141784,0.6141783999999999,0.47417840000000006,0.5141784,0.6141783999999999,0.47417840000000006,0.5141784,0.6141783999999999,0.47417840000000006,0.5141784,0.6141783999999999,0.47417840000000006,0.5141784,0.6141783999999999,0.3199784,0.3399784,0.3899784,0.8101784000000001,0.8901784000000001,1.0901784,1.4545784,1.6145784,2.0145784,2.7433784,3.0633784,3.8633783999999998,5.3209784,5.960978400000001,7.560978400000001,10.4761784,11.756178400000001,14.9561784,0.4350584,0.47505840000000005,0.5750583999999999,0.5800183999999999,0.6200184,0.7200184000000001,0.7640984,0.8040984,0.9040984000000001,1.1322584,1.1722584,1.2722584,1.8685784,1.9085784000000001,2.0085784,3.3412184000000003,3.3812184000000003,3.4812184,0.5368318999999999,0.5768319,0.6768319,0.5994853999999998,0.6394853999999999,0.7394854,0.75611915,0.79611915,0.8961191500000001,0.48791960000000006,0.5279196000000002,0.6279196,0.48333905000000005,0.5233390500000001,0.62333905,0.47875850000000003,0.5187585000000001,0.6187585,0.5368318999999999,0.5768319,0.6768319,0.5994853999999998,0.6394853999999999,0.7394854,0.75611915,0.79611915,0.8961191500000001,0.44871920000000004,0.4887192000000001,0.5887191999999999,0.4847192,0.5247192,0.6247191999999999,0.6647192,0.7047192,0.8047192000000001
Total Chip Power,504.8777437243226,514.2799784186639,515.8144299978819,1509.154845511497,5391.035444737833,9925.680284580807,1509.154845511497,5391.035444737833,9925.680284580807,1511.8842824900023,5440.2305364966705,10102.91769247962,1511.8842824900023,5440.2305364966705,10102.91769247962,1512.5682536576292,5452.671616815577,10148.226984695673,254.09569937001305,273.87241828384833,287.07202816316897,1042.509684677295,1020.8216112473268,990.4975620340496,2283.7320532658514,2163.4922942334397,2039.4571432355397,5619.467619245884,5152.04115581372,4716.814700856667,17722.665736121235,15493.725404740288,13556.078486848157,97297.74003312325,81220.6105554482,67763.28024422754,302.87958155862566,323.21691462685146,333.7692048934175,1065.0652898803326,1023.5537121955069,983.101111505516,3148.1137993287584,2823.957463789596,2550.4164403889163,16388.822554396316,13808.439029100964,11674.256963108342,244073.28754655318,199460.06782691623,162662.70090311352,27972239.72966188,22757653.10284381,18457337.968723994,504.8777437243226,514.2799784186639,515.8144299978819,504.8777437243226,514.2799784186639,515.8144299978819,504.8777437243226,514.2799784186639,515.8144299978819,504.8777437243226,514.2799784186639,515.8144299978819,504.8777437243226,514.2799784186639,515.8144299978819,504.8777437243226,514.2799784186639,515.8144299978819,504.8777437243226,514.2799784186639,515.8144299978819,504.8777437243226,514.2799784186639,515.8144299978819,504.8777437243226,514.2799784186639,515.8144299978819,504.8777437243226,514.2799784186639,515.8144299978819,504.8777437243226,514.2799784186639,515.8144299978819,504.8777437243226,514.2799784186639,515.8144299978819
Total Chip Power dBm,27.03186226328766,27.11199617007168,27.124934874351,31.78733802466831,37.31672187217887,39.96760282056291,31.78733802466831,37.31672187217887,39.96760282056291,31.795185521445234,37.35617303853875,40.044468148473335,31.795185521445234,37.35617303853875,40.044468148473335,31.797149810224077,37.36609343404903,40.063901724931654,24.049973145754464,24.375482966194664,24.57990877602021,30.180800981612595,30.089498556816633,29.958534109230644,33.5864514746591,33.351553526995886,33.09514583567369,37.49695173046695,37.11979323620274,36.73648815407003,42.48529046411929,41.90155854698808,41.32134074646484,49.881027528835375,49.096662498654865,48.309944208983055,24.812699966233357,25.094940802488594,25.23446264153234,30.273762314044603,30.101106377147488,29.92598187120693,34.9805042302859,34.508581508144026,34.06611099256159,42.14547753052067,41.401445866623305,40.67229248373816,53.87520250920904,52.99855962387263,52.11287979187417,74.46727241605352,73.57127473143164,72.66169064573958,27.03186226328766,27.11199617007168,27.124934874351,27.03186226328766,27.11199617007168,27.124934874351,27.03186226328766,27.11199617007168,27.124934874351,27.03186226328766,27.11199617007168,27.124934874351,27.03186226328766,27.11199617007168,27.124934874351,27.03186226328766,27.11199617007168,27.124934874351,27.03186226328766,27.11199617007168,27.124934874351,27.03186226328766,27.11199617007168,27.124934874351,27.03186226328766,27.11199617007168,27.124934874351,27.03186226328766,27.11199617007168,27.124934874351,27.03186226328766,27.11199617007168,27.124934874351,27.03186226328766,27.11199617007168,27.124934874351
Inferences Per Second,1041.938004688721,4238.186056367875,6874.033339061694,137.1177841766077,665.513110608279,1284.026707755521,68.55889208830385,332.7565553041395,642.0133538777606,34.3441975478243,167.9148335963999,326.77602771060714,17.17209877391215,83.95741679819994,163.38801385530357,8.590105916005944,42.07585435022258,82.06272874985639,520.9690023443605,2119.0930281839373,3437.016669530847,1736.5633411478682,7063.6434272797915,11456.72223176949,2604.8450117218026,10595.465140919687,17185.083347654236,5209.690023443605,21190.930281839373,34370.16669530847,5209.690023443605,21190.930281839373,34370.16669530847,5209.690023443605,21190.930281839373,34370.16669530847,523.3478562363439,2128.769252056923,3452.7108095743665,2083.876009377442,8476.37211273575,13748.066678123389,4093.327875562833,16650.01665001665,27005.130974885225,8186.655751125666,33300.0333000333,54010.26194977045,16373.311502251332,66600.0666000666,108020.5238995409,28653.295128939826,116550.11655011657,189035.91682419658,1041.938004688721,4238.186056367875,6874.033339061694,1041.938004688721,4238.186056367875,6874.033339061694,1041.938004688721,4238.186056367875,6874.033339061694,1041.938004688721,4238.186056367875,6874.033339061694,1041.938004688721,4238.186056367875,6874.033339061694,1041.938004688721,4238.186056367875,6874.033339061694,1041.938004688721,4238.186056367875,6874.033339061694,1041.938004688721,4238.186056367875,6874.033339061694,1041.938004688721,4238.186056367875,6874.033339061694,1041.938004688721,4238.186056367875,6874.033339061694,1041.938004688721,4238.186056367875,6874.033339061694,1041.938004688721,4238.186056367875,6874.033339061694
Inferences Per Second Per Watt,2063.7431886037907,8241.009244419121,13326.562692497611,90.85733288696062,123.44810517947596,129.3641010934244,45.42866644348031,61.72405258973798,64.6820505467122,22.716154897292157,30.865389337807645,32.34471839296996,11.358077448646078,15.432694668903823,16.17235919648498,5.679152590459116,7.716557553266955,8.086410451166836,2050.286579568306,7737.518956683165,11972.663068298943,1665.7527183408517,6919.56689538423,11566.6334485896,1140.6088590807942,4897.38982161424,8426.302756423995,927.0789292567772,4113.113548778018,7286.732440234756,293.95634387131383,1367.710458800053,2535.4062923620377,53.54379270957435,260.90582349627397,507.20931117020876,1727.907353619492,6586.193839869277,10344.605670486948,1956.571140921868,8281.316370348619,13984.387279422022,1300.2477472179098,5895.987054873425,10588.518230680467,499.52677954461035,2411.5711580327256,4626.441076331242,67.08358651959558,333.90175449985094,664.0767877319396,1.0243475462050955,5.1213592202770855,10.241775772027278,2063.7431886037907,8241.009244419121,13326.562692497611,2063.7431886037907,8241.009244419121,13326.562692497611,2063.7431886037907,8241.009244419121,13326.562692497611,2063.7431886037907,8241.009244419121,13326.562692497611,2063.7431886037907,8241.009244419121,13326.562692497611,2063.7431886037907,8241.009244419121,13326.562692497611,2063.7431886037907,8241.009244419121,13326.562692497611,2063.7431886037907,8241.009244419121,13326.562692497611,2063.7431886037907,8241.009244419121,13326.562692497611,2063.7431886037907,8241.009244419121,13326.562692497611,2063.7431886037907,8241.009244419121,13326.562692497611,2063.7431886037907,8241.009244419121,13326.562692497611
